operator,charging_facility_type,number_of_charging_points,power_connection_capacity,city,postal_code,commissioning_date,year,month,state
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,22.0,Rüsselsheim am Main,65428,2022-02-01,2022,2,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,22.0,Rüsselsheim am Main,65428,2022-02-01,2022,2,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,22.0,Rüsselsheim am Main,65428,2022-02-01,2022,2,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,22.0,Rüsselsheim am Main,65428,2022-02-01,2022,2,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,22.0,Rüsselsheim am Main,65428,2022-02-01,2022,2,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,22.0,Rüsselsheim am Main,65428,2022-02-01,2022,2,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,22.0,Rüsselsheim am Main,65428,2022-02-01,2022,2,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,22.0,Rüsselsheim am Main,65428,2022-02-01,2022,2,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,22.0,Rüsselsheim am Main,65428,2022-02-01,2022,2,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,22.0,Rüsselsheim am Main,65428,2022-02-01,2022,2,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,22.0,Rüsselsheim am Main,65428,2022-02-01,2022,2,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,22.0,Rüsselsheim am Main,65428,2022-02-01,2022,2,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,22.0,Rüsselsheim am Main,65428,2022-02-01,2022,2,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,22.0,Rüsselsheim am Main,65428,2022-02-01,2022,2,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,22.0,Rüsselsheim am Main,65428,2022-02-01,2022,2,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,22.0,Rüsselsheim am Main,65428,2022-02-01,2022,2,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,22.0,Rüsselsheim am Main,65428,2022-02-01,2022,2,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,22.0,Rüsselsheim am Main,65428,2022-02-01,2022,2,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,22.0,Rüsselsheim am Main,65428,2022-02-01,2022,2,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,22.0,Rüsselsheim am Main,65428,2022-02-01,2022,2,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,22.0,Rüsselsheim am Main,65428,2022-04-01,2022,4,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,44.0,Rüsselsheim am Main,65428,2022-04-01,2022,4,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,44.0,Rüsselsheim am Main,65428,2022-04-01,2022,4,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,44.0,Rüsselsheim am Main,65428,2022-04-01,2022,4,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,22.0,Rüsselsheim am Main,65428,2022-04-01,2022,4,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,22.0,Rüsselsheim am Main,65428,2022-04-01,2022,4,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,44.0,Rüsselsheim am Main,65428,2022-04-01,2022,4,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,44.0,Rüsselsheim am Main,65428,2022-04-01,2022,4,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,22.0,Rüsselsheim am Main,65428,2022-04-01,2022,4,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,22.0,Rüsselsheim am Main,65428,2022-04-01,2022,4,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,44.0,Rüsselsheim am Main,65428,2022-04-01,2022,4,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,44.0,Rüsselsheim am Main,65428,2022-05-01,2022,5,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,44.0,Rüsselsheim am Main,65428,2022-05-01,2022,5,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,44.0,Rüsselsheim am Main,65428,2022-05-01,2022,5,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,22.0,Rüsselsheim am Main,65428,2022-05-01,2022,5,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,44.0,Rüsselsheim am Main,65428,2022-05-01,2022,5,Hessen
Energieservice Rhein-Main GmbH,Normalladeeinrichtung,2,22.0,Rüsselsheim am Main,65428,2022-05-01,2022,5,Hessen
Autowerk RM GmbH,Normalladeeinrichtung,4,22.0,Rüsselsheim,65428,2021-07-20,2021,7,Hessen
Allego GmbH,Schnellladeeinrichtung,2,93.0,Bischofsheim,65474,2018-07-15,2018,7,Hessen
ALDI SÜD,Normalladeeinrichtung,2,44.0,Bischofsheim,65474,2021-11-22,2021,11,Hessen
Mainzer Stadtwerke AG,Normalladeeinrichtung,2,44.0,Raunheim,65479,2020-11-12,2020,11,Hessen
Mainzer Stadtwerke AG,Normalladeeinrichtung,2,44.0,Raunheim,65479,2021-10-18,2021,10,Hessen
RhönEnergie Fulda GmbH,Normalladeeinrichtung,2,22.0,Haunetal- Wehrda,36166,2022-09-08,2022,9,Hessen
Allego GmbH,Schnellladeeinrichtung,2,150.0,Bad Hersfeld,36251,2022-11-04,2022,11,Hessen
Stadtwerke Bad Hersfeld GmbH,Normalladeeinrichtung,2,44.0,Bad Hersfeld,36251,2020-06-10,2020,6,Hessen
Stadtwerke Bad Hersfeld GmbH,Normalladeeinrichtung,2,22.0,Bad Hersfeld,36251,2019-10-30,2019,10,Hessen
Autohaus Krah & Enders GmbH,Normalladeeinrichtung,2,44.0,Bad Hersfeld,36251,2020-05-05,2020,5,Hessen
TotalEnergies,Schnellladeeinrichtung,1,175.0,Bad Hersfeld,36251,2022-12-20,2022,12,Hessen
HomE of Mobility GmbH,Normalladeeinrichtung,1,22.0,Bad Hersfeld,36251,2023-02-01,2023,2,Hessen
EAM Netz GmbH,Normalladeeinrichtung,2,44.0,Heringen,36266,2020-12-01,2020,12,Hessen
Lidl,Schnellladeeinrichtung,3,72.0,Niederaula,36272,2022-03-20,2022,3,Hessen
IONITY GmbH,Schnellladeeinrichtung,1,350.0,Kirchheim,36275,2021-06-01,2021,6,Hessen
VR-Bankverein Bad Hersfeld-Rotenburg eG,Normalladeeinrichtung,2,22.0,Neuenstein,36286,2021-03-03,2021,3,Hessen
Mainova AG,Normalladeeinrichtung,2,44.0,Usingen,61250,2021-05-19,2021,5,Hessen
EMobility Netzwerk Deutschland GmbH,Normalladeeinrichtung,1,11.0,Neu-Anspach,61267,2022-10-10,2022,10,Hessen
Mainova AG,Normalladeeinrichtung,2,44.0,Neu-Anspach,61267,2021-05-19,2021,5,Hessen
Autohaus Erlenhoff GmbH vorm. G.Löw,Normalladeeinrichtung,2,39.6,Neu-Anspach,61267,2021-05-31,2021,5,Hessen
Maingau Energie GmbH,Normalladeeinrichtung,2,44.0,Wehrheim,61273,2019-10-01,2019,10,Hessen
Autohaus Weicker GmbH,Normalladeeinrichtung,2,39.6,Wehrheim,61273,2021-01-19,2021,1,Hessen
Stadtwerke Bad Homburg,Normalladeeinrichtung,2,44.0,Bad Homburg,61348,2021-08-20,2021,8,Hessen
Stadtwerke Bad Homburg,Normalladeeinrichtung,4,88.0,Bad Homburg,61348,2022-01-17,2022,1,Hessen
Stadtwerke Bad Homburg,Normalladeeinrichtung,4,88.0,Bad Homburg,61348,2022-12-15,2022,12,Hessen
Stadtwerke Bad Homburg,Normalladeeinrichtung,2,44.0,Bad Homburg,61350,2021-09-20,2021,9,Hessen
Stadtwerke Bad Homburg,Normalladeeinrichtung,2,44.0,Bad Homburg,61350,2021-09-20,2021,9,Hessen
ALDI SÜD,Normalladeeinrichtung,2,44.0,Bad Homburg,61352,2022-05-11,2022,5,Hessen
B&K GmbH & Co. KG,Normalladeeinrichtung,2,44.0,Bad Homburg,61352,2019-01-21,2019,1,Hessen
Oberhessische Versorgungsbetriebe AG,Normalladeeinrichtung,2,44.0,Bad Homburg,61352,2018-10-15,2018,10,Hessen
Stadtwerke Bad Homburg,Normalladeeinrichtung,2,44.0,Bad Homburg,61352,2021-09-20,2021,9,Hessen
Stadtwerke Bad Homburg,Normalladeeinrichtung,2,44.0,Bad Homburg,61352,2021-09-20,2021,9,Hessen
Lidl,Normalladeeinrichtung,2,44.0,Friedrichsdorf,61381,2019-04-12,2019,4,Hessen
Maingau Energie GmbH,Normalladeeinrichtung,2,44.0,Friedrichsdorf,61381,2021-10-01,2021,10,Hessen
EMobility Netzwerk Deutschland GmbH,Normalladeeinrichtung,1,11.0,Oberursel,61440,2022-10-10,2022,10,Hessen
Stadtwerke Oberursel (Taunus) GmbH,Normalladeeinrichtung,4,88.0,Oberursel,61440,2020-12-01,2020,12,Hessen
Autohaus Koch GmbH,Normalladeeinrichtung,2,39.6,Oberursel (Taunus),61440,2021-06-24,2021,6,Hessen
ALDI SÜD,Normalladeeinrichtung,2,44.0,Steinbach,61449,2020-12-08,2020,12,Hessen
Autohaus Marnet GmbH & Co. KG,Normalladeeinrichtung,3,11.0,Königsstein,61462,2022-08-05,2022,8,Hessen
Mainova AG,Normalladeeinrichtung,2,44.0,Königstein,61462,2021-03-25,2021,3,Hessen
Autohaus Marnet GmbH+Co.KG,Normalladeeinrichtung,2,11.0,Königstein,61462,2020-09-28,2020,9,Hessen
EMobility Netzwerk Deutschland GmbH,Normalladeeinrichtung,1,11.0,Kronberg,61476,2022-10-10,2022,10,Hessen
EnBW mobility+ AG und Co.KG,Normalladeeinrichtung,1,11.0,Kronberg,61476,2019-10-18,2019,10,Hessen
Mainova AG,Normalladeeinrichtung,2,44.0,Glashütten,61479,2020-12-08,2020,12,Hessen
Mainova AG,Normalladeeinrichtung,2,44.0,Kronberg,61479,2021-03-04,2021,3,Hessen
Glinicke Automobil Holding GmbH & Co. KG,Normalladeeinrichtung,1,22.0,Baunatal,34225,2022-08-16,2022,8,Hessen
"Volkswagen AG, Zweigniederlassung Werk Kassel",Normalladeeinrichtung,2,26.4,Baunatal,34225,2018-02-12,2018,2,Hessen
"Volkswagen AG, Zweigniederlassung Werk Kassel",Normalladeeinrichtung,2,26.4,Baunatal,34225,2018-04-27,2018,4,Hessen
"Volkswagen AG, Zweigniederlassung Werk Kassel",Normalladeeinrichtung,2,52.8,Baunatal,34225,2020-05-28,2020,5,Hessen
"Volkswagen AG, Zweigniederlassung Werk Kassel",Normalladeeinrichtung,2,52.8,Baunatal,34225,2020-05-28,2020,5,Hessen
"Volkswagen AG, Zweigniederlassung Werk Kassel",Normalladeeinrichtung,2,52.8,Baunatal,34225,2020-05-28,2020,5,Hessen
"Volkswagen AG, Zweigniederlassung Werk Kassel",Normalladeeinrichtung,2,52.8,Baunatal,34225,2020-05-28,2020,5,Hessen
"Volkswagen AG, Zweigniederlassung Werk Kassel",Normalladeeinrichtung,2,52.8,Baunatal,34225,2020-05-28,2020,5,Hessen
"Volkswagen AG, Zweigniederlassung Werk Kassel",Normalladeeinrichtung,2,52.8,Baunatal,34225,2020-05-28,2020,5,Hessen
"Volkswagen AG, Zweigniederlassung Werk Kassel",Normalladeeinrichtung,2,52.8,Baunatal,34225,2020-05-28,2020,5,Hessen
"Volkswagen AG, Zweigniederlassung Werk Kassel",Normalladeeinrichtung,2,52.8,Baunatal,34225,2020-05-28,2020,5,Hessen
"Volkswagen AG, Zweigniederlassung Werk Kassel",Normalladeeinrichtung,2,52.8,Baunatal,34225,2020-05-28,2020,5,Hessen
"Volkswagen AG, Zweigniederlassung Werk Kassel",Normalladeeinrichtung,2,52.8,Baunatal,34225,2020-05-28,2020,5,Hessen
"Volkswagen AG, Zweigniederlassung Werk Kassel",Normalladeeinrichtung,2,52.8,Baunatal,34225,2020-05-28,2020,5,Hessen
"Volkswagen AG, Zweigniederlassung Werk Kassel",Normalladeeinrichtung,2,52.8,Baunatal,34225,2021-09-23,2021,9,Hessen
"Volkswagen AG, Zweigniederlassung Werk Kassel",Normalladeeinrichtung,2,52.8,Baunatal,34225,2021-09-24,2021,9,Hessen
"Volkswagen AG, Zweigniederlassung Werk Kassel",Normalladeeinrichtung,2,52.8,Baunatal,34225,2021-09-27,2021,9,Hessen
"Volkswagen AG, Zweigniederlassung Werk Kassel",Normalladeeinrichtung,2,52.8,Baunatal,34225,2021-09-27,2021,9,Hessen
"Volkswagen AG, Zweigniederlassung Werk Kassel",Normalladeeinrichtung,2,52.8,Baunatal,34225,2021-09-27,2021,9,Hessen
"Volkswagen AG, Zweigniederlassung Werk Kassel",Normalladeeinrichtung,2,52.8,Baunatal,34225,2021-09-27,2021,9,Hessen
"Volkswagen AG, Zweigniederlassung Werk Kassel",Normalladeeinrichtung,2,52.8,Baunatal,34225,2021-09-27,2021,9,Hessen
"Volkswagen AG, Zweigniederlassung Werk Kassel",Normalladeeinrichtung,2,52.8,Baunatal,34225,2021-09-27,2021,9,Hessen
"Volkswagen AG, Zweigniederlassung Werk Kassel",Normalladeeinrichtung,2,52.8,Baunatal,34225,2021-09-27,2021,9,Hessen
"Volkswagen AG, Zweigniederlassung Werk Kassel",Normalladeeinrichtung,2,52.8,Baunatal,34225,2021-09-27,2021,9,Hessen
"Volkswagen AG, Zweigniederlassung Werk Kassel",Normalladeeinrichtung,2,52.8,Baunatal,34225,2021-11-23,2021,11,Hessen
"Volkswagen AG, Zweigniederlassung Werk Kassel",Normalladeeinrichtung,2,52.8,Baunatal,34225,2021-11-23,2021,11,Hessen
"Volkswagen AG, Zweigniederlassung Werk Kassel",Normalladeeinrichtung,2,52.8,Baunatal,34225,2021-11-24,2021,11,Hessen
"Volkswagen AG, Zweigniederlassung Werk Kassel",Normalladeeinrichtung,2,52.8,Baunatal,34225,2021-11-24,2021,11,Hessen
"Volkswagen AG, Zweigniederlassung Konzern Aftersales Kassel",Normalladeeinrichtung,2,26.4,Baunatal,34225,2021-03-15,2021,3,Hessen
"Volkswagen AG, Zweigniederlassung Konzern Aftersales Kassel",Normalladeeinrichtung,2,39.65,Baunatal,34225,2022-07-13,2022,7,Hessen
"Volkswagen AG, Zweigniederlassung Konzern Aftersales Kassel",Normalladeeinrichtung,2,52.99,Baunatal,34225,2022-07-13,2022,7,Hessen
EAM EnergiePlus GmbH,Schnellladeeinrichtung,2,93.0,Rengershausen,34225,2018-06-19,2018,6,Hessen
Hermann Klein GmbH & Co.KG,Normalladeeinrichtung,2,39.6,Fuldatal,34233,2021-01-19,2021,1,Hessen
Lidl,Schnellladeeinrichtung,3,93.0,Vellmar,34246,2021-10-26,2021,10,Hessen
Mer Germany GmbH,Schnellladeeinrichtung,3,300.0,Lohfelden,34253,2022-06-22,2022,6,Hessen
Pfalzwerke AG,Schnellladeeinrichtung,2,75.0,Lohfelden,34253,2021-01-13,2021,1,Hessen
Podlich Energiedienstleistung,Normalladeeinrichtung,4,22.0,Kaufungen,34260,2023-02-21,2023,2,Hessen
Städtische Werke AG,Normalladeeinrichtung,2,44.0,Niestetal,34266,2022-08-01,2022,8,Hessen
E.ON Drive GmbH,Schnellladeeinrichtung,2,93.0,Zierenberg,34289,2018-01-05,2018,1,Hessen
Privatperson,Normalladeeinrichtung,1,11.0,Ahnatal,34292,2022-01-01,2022,1,Hessen
Gewmeindevorstand der Gemeinde Bad Emstal,Normalladeeinrichtung,4,66.0,Bad Emstal,34308,2021-04-09,2021,4,Hessen
Stadtwerke Wolfhagen GmbH,Normalladeeinrichtung,2,44.0,Habichtswald,34317,2022-01-01,2022,1,Hessen
EAM Netz GmbH,Normalladeeinrichtung,2,44.0,Hofgeismar,34369,2020-07-30,2020,7,Hessen
fiegeperformance HOG,Normalladeeinrichtung,3,11.0,Hofgeismar,34369,2021-08-01,2021,8,Hessen
Stadt Bad Karlshafen,Normalladeeinrichtung,2,22.0,Bad Karlshafen,34385,2021-06-01,2021,6,Hessen
Gasthaus Zum Lindenwirt,Normalladeeinrichtung,3,22.0,Oberweser,34399,2019-01-24,2019,1,Hessen
EAM Netz GmbH,Normalladeeinrichtung,2,44.0,Wolfhagen,34466,2020-07-30,2020,7,Hessen
Allego GmbH,Normalladeeinrichtung,2,43.0,Wolfhagen,34466,2018-05-09,2018,5,Hessen
Stadtwerke Wolfhagen GmbH,Normalladeeinrichtung,2,44.0,Wolfhagen,34466,2022-11-21,2022,11,Hessen
SUN Stadtwerke Union Nordhessen GmbH & Co. KG,Normalladeeinrichtung,2,33.0,Wolfhagen,34466,2022-11-25,2022,11,Hessen
Energie Waldeck-Frankenberg GmbH,Normalladeeinrichtung,2,44.0,Breuna,34479,2021-03-31,2021,3,Hessen
Autocenter Burgenland GmbH,Normalladeeinrichtung,2,39.6,Schönburg,6618,2021-11-17,2021,11,Sachsen-Anhalt
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,150.0,Wetzlar,35576,2022-11-28,2022,11,Hessen
enwag energie- und wassergesellschaft mbH,Schnellladeeinrichtung,2,50.0,Wetzlar,35578,2018-07-15,2018,7,Hessen
enwag energie- und wassergesellschaft mbH,Normalladeeinrichtung,2,44.0,Wetzlar,35578,2019-08-15,2019,8,Hessen
enwag energie- und wassergesellschaft mbH,Normalladeeinrichtung,2,22.0,Wetzlar,35578,2021-06-01,2021,6,Hessen
enwag energie- und wassergesellschaft mbH,Normalladeeinrichtung,2,44.0,Wetzlar,35578,2020-12-15,2020,12,Hessen
TotalEnergies,Schnellladeeinrichtung,1,175.0,Solms,35606,2023-02-20,2023,2,Hessen
EAM EnergiePlus GmbH,Schnellladeeinrichtung,2,93.0,Mittelbiel,35606,2019-01-23,2019,1,Hessen
GW Konstruktion,Normalladeeinrichtung,1,11.0,Erhingshausen,35630,2022-11-01,2022,11,Hessen
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,300.0,Ehringshausen-Katzenfurt,35630,2020-03-15,2020,3,Hessen
Privatperson,Normalladeeinrichtung,1,11.0,Bischoffen,35649,2022-09-01,2022,9,Hessen
EnBW mobility+ AG und Co.KG,Normalladeeinrichtung,2,30.0,Dillenburg,35683,2020-07-31,2020,7,Hessen
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,150.0,Dillenburg,35683,2021-03-04,2021,3,Hessen
Privatperson,Normalladeeinrichtung,2,11.0,Haiger,35708,2022-01-15,2022,1,Hessen
Allego GmbH,Normalladeeinrichtung,2,22.0,Haiger,35708,2021-12-01,2021,12,Hessen
Stadtweke Haiger,Normalladeeinrichtung,2,44.0,Haiger,35708,2018-10-19,2018,10,Hessen
Stadtweke Haiger,Normalladeeinrichtung,2,44.0,Haiger,35708,2018-10-19,2018,10,Hessen
Fa. KPP,Normalladeeinrichtung,2,22.0,Eschenburg,35713,2023-01-06,2023,1,Hessen
IONITY GmbH,Schnellladeeinrichtung,1,350.0,Herborn,35745,2019-05-31,2019,5,Hessen
Stadtwerke Weilburg GmbH,Normalladeeinrichtung,2,44.0,Weilburg,35781,2018-12-13,2018,12,Hessen
Privatperson,Normalladeeinrichtung,2,11.0,Bad Camberg,65520,2021-06-16,2021,6,Hessen
Maingau Energie GmbH,Normalladeeinrichtung,2,44.0,Bad Camberg,65520,2019-02-26,2019,2,Hessen
Maingau Energie GmbH,Normalladeeinrichtung,2,44.0,Bad Camberg,65520,2019-02-26,2019,2,Hessen
Erneuerbare Energien Rheingau-Taunus GmbH,Normalladeeinrichtung,2,44.0,Bad Camberg,65520,2019-06-13,2019,6,Hessen
Energieversorgung Limburg,Normalladeeinrichtung,2,22.0,Limburg,65549,2018-05-16,2018,5,Hessen
amperio GmbH,Normalladeeinrichtung,2,44.0,Limburg an der Lahn,65549,2020-11-05,2020,11,Hessen
Energieversorgung Limburg,Normalladeeinrichtung,2,22.0,Limburg,65551,2022-01-31,2022,1,Hessen
Energieversorgung Limburg,Normalladeeinrichtung,2,22.0,Limburg,65552,2022-02-11,2022,2,Hessen
UNI ELEKTRO Fachgroßhandel GmbH & Co. KG,Normalladeeinrichtung,1,22.0,Limburg an der Lahn,65555,2023-02-27,2023,2,Hessen
Energieversorgung Limburg,Normalladeeinrichtung,2,22.0,Limburg,65555,2021-02-16,2021,2,Hessen
E-MAXX GmbH,Schnellladeeinrichtung,2,72.0,Frickhofen,65599,2022-04-06,2022,4,Hessen
Privatperson,Normalladeeinrichtung,2,44.0,Dornburg,65599,2021-07-07,2021,7,Hessen
Privatperson,Normalladeeinrichtung,2,44.0,Dornburg,65599,2021-07-07,2021,7,Hessen
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,98.0,Beselich,65614,2019-12-17,2019,12,Hessen
EnergyBioPower UG,Normalladeeinrichtung,4,22.0,Selters-Eisenbach,65618,2022-09-02,2022,9,Hessen
Lidl,Normalladeeinrichtung,2,44.0,Bruchköbel,6346,2018-11-26,2018,11,
GK SOFTWARE SE,Normalladeeinrichtung,2,44.0,Schöneck,8261,2023-01-11,2023,1,Sachsen
RhönEnergie Fulda GmbH,Normalladeeinrichtung,2,44.0,Schlüchtern,36381,2018-10-19,2018,10,Hessen
RhönEnergie Fulda GmbH,Normalladeeinrichtung,2,22.0,Schlüchtern,36381,2019-03-26,2019,3,Hessen
RhönEnergie Fulda GmbH,Normalladeeinrichtung,2,33.0,Schlüchtern,36381,2021-10-14,2021,10,Hessen
Kreiswerke-Main-Kinzig GmbH,Normalladeeinrichtung,1,22.0,Schlüchtern,36381,2018-11-01,2018,11,Hessen
Privatperson,Normalladeeinrichtung,1,11.0,Sinntal,36391,2021-10-01,2021,10,Hessen
RhönEnergie Fulda GmbH,Normalladeeinrichtung,2,22.0,Steinau,36396,2020-10-20,2020,10,Hessen
Maingau Energie GmbH,Normalladeeinrichtung,2,44.0,Nidderau,61130,2021-03-04,2021,3,Hessen
Kreiswerke-Main-Kinzig GmbH,Normalladeeinrichtung,2,44.0,Nidderau-Heldenbergen,61130,2021-12-03,2021,12,Hessen
Oberhessische Versorgungsbetriebe AG,Normalladeeinrichtung,2,44.0,Nidderau,61130,2018-10-15,2018,10,Hessen
Maintal-Werke GmbH,Normalladeeinrichtung,2,30.0,Maintal,63165,2022-12-19,2022,12,Hessen
Hanauer Parkhaus GmbH,Normalladeeinrichtung,2,22.0,Hanau,63450,2022-09-01,2022,9,Hessen
Hanauer Parkhaus GmbH,Normalladeeinrichtung,2,22.0,Hanau,63450,2022-09-01,2022,9,Hessen
Sparkasse Hanau Anstalt des Öffentlichen Rechts,Normalladeeinrichtung,2,30.0,Hanau,63450,2021-04-08,2021,4,Hessen
MTV Förster GmbH & Co. KG,Normalladeeinrichtung,2,44.0,Hanau,63450,2021-06-01,2021,6,Hessen
Stadtwerke Hanau GmbH,Normalladeeinrichtung,2,44.0,Hanau,63450,2022-02-28,2022,2,Hessen
Stadtwerke Hanau GmbH,Normalladeeinrichtung,2,44.0,Hanau,63450,2022-02-28,2022,2,Hessen
ALDI SÜD,Normalladeeinrichtung,2,44.0,Hanau,63452,2021-10-14,2021,10,Hessen
Sparkasse Hanau Anstalt des Öffentlichen Rechts,Normalladeeinrichtung,2,35.0,Hanau,63452,2021-04-06,2021,4,Hessen
Sparkasse Hanau Anstalt des Öffentlichen Rechts,Normalladeeinrichtung,2,35.0,Hanau,63452,2021-04-08,2021,4,Hessen
MTV Förster GmbH & Co. KG,Schnellladeeinrichtung,3,150.0,Hanau,63452,2021-09-28,2021,9,Hessen
GP JOULE Connect GmbH,Normalladeeinrichtung,2,44.0,Hanau,63457,2020-12-09,2020,12,Hessen
GP JOULE Connect GmbH,Normalladeeinrichtung,2,44.0,Hanau,63457,2020-12-09,2020,12,Hessen
GP JOULE Connect GmbH,Normalladeeinrichtung,2,44.0,Hanau,63457,2021-04-01,2021,4,Hessen
GP JOULE Connect GmbH,Schnellladeeinrichtung,4,400.0,Hanau,63457,2021-07-22,2021,7,Hessen
GP JOULE Connect GmbH,Normalladeeinrichtung,2,44.0,Hanau,63457,2020-12-07,2020,12,Hessen
GP JOULE Connect GmbH,Normalladeeinrichtung,2,22.0,Hanau,63457,2022-04-01,2022,4,Hessen
GP JOULE Connect GmbH,Normalladeeinrichtung,2,22.0,Hanau,63457,2022-04-01,2022,4,Hessen
EMobility Netzwerk Deutschland GmbH,Normalladeeinrichtung,1,11.0,Maintal,63477,2022-10-10,2022,10,Hessen
Maintal-Werke GmbH,Normalladeeinrichtung,2,44.0,Maintal,63477,2018-12-03,2018,12,Hessen
Maintal-Werke GmbH,Normalladeeinrichtung,2,44.0,Maintal,63477,2018-12-04,2018,12,Hessen
Maintal-Werke GmbH,Normalladeeinrichtung,2,30.0,Maintal,63477,2020-12-08,2020,12,Hessen
Maintal-Werke GmbH,Normalladeeinrichtung,2,30.0,Maintal,63477,2020-12-03,2020,12,Hessen
4XPRESS GmbH,Normalladeeinrichtung,2,22.0,Maintal,63477,2021-07-27,2021,7,Hessen
4XPRESS GmbH,Normalladeeinrichtung,2,22.0,Maintal,63477,2019-02-10,2019,2,Hessen
Herting & Otter Automobile GmbH,Normalladeeinrichtung,2,39.6,Maintal,63477,2021-01-19,2021,1,Hessen
Privatperson,Normalladeeinrichtung,1,22.0,Bruchköbel,63486,2022-09-07,2022,9,Hessen
EMobility Netzwerk Deutschland GmbH,Normalladeeinrichtung,1,11.0,Bruchköbel,63486,2022-10-10,2022,10,Hessen
ALDI SÜD,Normalladeeinrichtung,2,44.0,Bruchköbel,63486,2021-01-26,2021,1,Hessen
Sparkasse Hanau Anstalt des Öffentlichen Rechts,Normalladeeinrichtung,2,30.0,Bruchköbel,63486,2021-04-08,2021,4,Hessen
Auto Semmel,Normalladeeinrichtung,4,44.0,Langenselbold,63505,2022-08-29,2022,8,Hessen
Kreiswerke-Main-Kinzig GmbH,Normalladeeinrichtung,2,44.0,Langenselbold,63505,2018-08-08,2018,8,Hessen
Kreiswerke-Main-Kinzig GmbH,Normalladeeinrichtung,2,44.0,Langenselbold,63505,2022-01-27,2022,1,Hessen
Gemeindewerke Großkrotzenburg GmbH,Normalladeeinrichtung,2,44.0,Großkrotzenburg,63538,2020-10-14,2020,10,Hessen
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,300.0,Hammersbach,63546,2019-11-30,2019,11,Hessen
Lidl,Schnellladeeinrichtung,3,72.0,Hammersbach-Langenheim Bergheim,63546,2021-11-12,2021,11,Hessen
Allego GmbH,Schnellladeeinrichtung,2,150.0,Gelnhausen,63571,2021-11-23,2021,11,Hessen
RhönEnergie Fulda GmbH,Normalladeeinrichtung,2,33.0,Gründau,63584,2021-10-12,2021,10,Hessen
Kreiswerke-Main-Kinzig GmbH,Normalladeeinrichtung,2,44.0,Gründau - Lieblos,63584,2018-08-08,2018,8,Hessen
Pfalzwerke AG,Normalladeeinrichtung,2,22.0,Wächtersbach,63607,2022-07-22,2022,7,Hessen
amperio GmbH,Normalladeeinrichtung,2,22.0,Wächtersbach,63607,2021-12-01,2021,12,Hessen
Kreiswerke-Main-Kinzig GmbH,Normalladeeinrichtung,2,44.0,Bad Orb,63619,2018-07-31,2018,7,Hessen
Kreiswerke-Main-Kinzig GmbH,Normalladeeinrichtung,2,44.0,Jossgrund - Oberndorf,63637,2018-07-29,2018,7,Hessen
Mainova AG,Normalladeeinrichtung,2,44.0,Hochheim,65239,2021-05-24,2021,5,Hessen
